time_s,speed_kph
150.0000,21.4700
151.0000,21.4700
152.0000,21.4700
153.0000,21.4700
154.0000,21.4700
155.0000,21.4700
156.0000,21.4700
157.0000,21.4700
158.0000,21.4700
159.0000,21.4700
160.0000,21.4700
161.0000,21.4700
162.0000,21.4700
163.0000,17.4728
164.0000,12.4328
165.0000,7.3928
166.0000,2.3528
167.0000,0.0000
168.0000,0.0000
169.0000,0.0000
170.0000,0.0000
171.0000,0.0000
172.0000,0.0000
173.0000,0.0000
174.0000,0.0000
175.0000,0.0000
176.0000,0.0000
177.0000,0.0000
178.0000,0.0000
179.0000,0.0000
180.0000,0.0000
181.0000,0.0000
182.0000,0.0000
183.0000,0.0000
184.0000,0.0000
185.0000,0.0000
186.0000,0.0000
187.0000,0.0000
188.0000,0.0000
189.0000,0.0000
190.0000,0.0000
191.0000,0.0000
192.0000,0.0000
193.0000,0.0000
194.0000,0.0000
195.0000,0.0000
196.0000,0.0000
197.0000,0.0000
198.0000,1.7991
199.0000,7.1991
200.0000,12.5991
201.0000,17.9991
202.0000,23.3991
203.0000,28.7991
204.0000,34.1991
205.0000,39.5991
206.0000,40.6800
207.0000,40.6800
208.0000,40.6800
209.0000,40.6800
210.0000,40.6800
211.0000,40.6800
212.0000,40.6800
213.0000,40.6800
214.0000,40.6800
215.0000,40.6800
216.0000,40.6800
217.0000,40.6800
218.0000,40.6800
219.0000,40.6800
220.0000,40.6800
221.0000,40.6800
222.0000,40.6800
223.0000,40.2718
224.0000,35.2318
225.0000,30.1918
226.0000,28.2500
227.0000,28.2500
228.0000,28.2500
229.0000,28.2500
230.0000,28.2500
231.0000,28.2500
232.0000,28.2500
233.0000,28.2500
234.0000,28.2500
235.0000,28.2500
236.0000,28.2500
237.0000,28.2500
238.0000,28.2500
239.0000,28.2500
240.0000,28.2500
241.0000,28.2500
242.0000,28.2500
243.0000,28.2500
244.0000,28.2500
245.0000,28.2500
246.0000,28.2500
247.0000,28.2500
248.0000,28.2500
249.0000,28.2500
250.0000,28.2500
251.0000,28.2500
252.0000,28.2500
253.0000,28.2500
254.0000,28.2500
255.0000,28.2500
256.0000,28.2500
257.0000,28.2500
258.0000,28.2500
259.0000,28.2500
260.0000,28.2500
261.0000,28.2500
262.0000,28.2500
263.0000,28.2500
264.0000,28.2500
265.0000,28.2500
266.0000,28.2500
267.0000,28.2500
268.0000,28.2500
269.0000,28.2500
270.0000,28.2500
271.0000,28.2500
272.0000,28.2500
273.0000,28.2500
274.0000,28.2500
275.0000,28.2500
276.0000,28.2500
277.0000,28.2500
278.0000,28.2500
279.0000,28.2500
280.0000,28.2500
281.0000,28.2500
282.0000,28.2500
283.0000,28.2500
284.0000,28.2500
285.0000,28.2500
286.0000,28.2500
287.0000,28.2500
288.0000,28.2500
289.0000,28.2500
290.0000,28.2500
291.0000,28.2500
292.0000,28.2500
293.0000,28.2500
294.0000,28.2500
295.0000,28.2500
296.0000,28.2500
297.0000,28.2500
298.0000,28.2500
299.0000,28.2500
300.0000,28.2500
301.0000,28.2500
302.0000,28.2500
303.0000,28.2500
304.0000,28.2500
305.0000,28.2500
306.0000,28.2500
307.0000,28.2500
308.0000,28.2500
309.0000,28.2500
310.0000,28.2500
311.0000,28.2500
312.0000,28.2500
313.0000,28.2500
314.0000,27.4209
315.0000,22.3809
316.0000,17.3409
317.0000,12.3009
318.0000,7.2609
319.0000,2.2209
320.0000,0.0000
321.0000,0.0000
322.0000,0.0000
323.0000,0.0000
324.0000,0.0000
325.0000,0.0000
326.0000,0.0000
327.0000,0.0000
328.0000,0.0000
329.0000,0.0000
330.0000,0.0000
331.0000,0.0000
332.0000,0.0000
333.0000,0.0000
334.0000,0.0000
335.0000,0.0000
336.0000,0.0000
337.0000,0.0000
338.0000,0.0000
339.0000,0.0000
340.0000,0.0000
341.0000,0.0000
342.0000,0.0000
343.0000,0.0000
344.0000,0.0000
345.0000,0.0000
346.0000,0.0000
347.0000,0.0000
348.0000,0.0000
349.0000,0.0000
350.0000,0.0000
351.0000,1.9405
352.0000,7.3405
353.0000,12.7405
354.0000,18.1405
355.0000,23.5405
356.0000,28.9405
357.0000,34.3405
358.0000,39.7405
359.0000,45.1405
360.0000,50.5405
361.0000,55.9405
362.0000,51.9822
363.0000,46.9422
364.0000,41.9022
365.0000,37.2900
366.0000,37.2900
367.0000,37.2900
368.0000,37.2900
369.0000,37.2900
370.0000,37.2900
371.0000,37.2900
372.0000,37.2900
373.0000,37.2900
374.0000,37.2900
375.0000,37.2900
376.0000,37.2900
377.0000,37.2900
378.0000,37.2900
379.0000,37.2900
380.0000,37.2900
381.0000,37.2900
382.0000,37.2900
383.0000,37.2900
384.0000,37.2900
385.0000,37.2900
386.0000,37.2900
387.0000,37.2900
388.0000,37.2900
389.0000,37.2900
390.0000,37.2900
391.0000,37.2900
392.0000,37.2900
393.0000,37.2900
394.0000,37.2900
395.0000,37.2900
396.0000,37.2900
397.0000,37.2900
398.0000,37.2900
399.0000,37.2900
400.0000,37.2900
401.0000,37.2900
402.0000,36.9087
403.0000,31.8687
404.0000,26.8287
405.0000,21.7887
406.0000,16.7487
407.0000,11.7087
408.0000,6.6687
409.0000,1.6287
410.0000,0.0000
411.0000,0.0000
412.0000,0.0000
413.0000,0.0000
414.0000,0.0000
415.0000,0.0000
416.0000,0.0000
417.0000,0.0000
418.0000,0.0000
419.0000,0.0000
420.0000,0.0000
421.0000,0.0000
422.0000,0.0000
423.0000,0.0000
424.0000,0.0000
425.0000,0.0000
426.0000,0.0000
427.0000,0.0000
428.0000,0.0000
429.0000,0.0000
430.0000,0.0000
431.0000,0.0000
432.0000,0.0000
433.0000,0.0000
434.0000,0.0000
435.0000,0.0000
436.0000,0.0000
437.0000,0.0000
438.0000,0.0000
439.0000,0.0000
440.0000,0.0000
441.0000,2.5750
442.0000,7.9750
443.0000,13.3750
444.0000,18.7750
445.0000,24.1750
446.0000,24.8600
447.0000,24.8600
448.0000,24.8600
449.0000,24.8600
450.0000,24.8600
451.0000,24.8600
452.0000,24.8600
453.0000,24.8600
454.0000,24.8600
455.0000,24.8600
456.0000,24.8600
457.0000,24.8600
458.0000,24.8600
459.0000,24.8600
460.0000,24.8600
461.0000,24.8600
462.0000,24.8600
463.0000,24.8600
464.0000,24.8600
465.0000,24.8600
466.0000,24.8600
467.0000,24.8600
468.0000,24.8600
469.0000,24.8600
470.0000,24.8600
471.0000,24.8600
472.0000,24.8600
473.0000,24.8600
474.0000,24.8600
475.0000,24.8600
476.0000,24.8600
477.0000,24.8600
478.0000,24.8600
479.0000,24.8600
480.0000,24.8600
481.0000,24.8600
482.0000,24.8600
483.0000,24.8600
484.0000,24.8600
485.0000,24.8600
486.0000,24.8600
487.0000,24.8600
488.0000,24.8600
489.0000,24.8600
490.0000,24.8600
491.0000,24.8600
492.0000,24.8600
493.0000,24.8600
494.0000,24.8600
495.0000,24.8600
496.0000,24.8600
497.0000,24.8600
498.0000,24.8600
499.0000,24.8600
500.0000,24.8600
501.0000,24.8600
502.0000,24.8600
503.0000,24.8600
504.0000,24.8600
505.0000,24.8600
506.0000,24.8600
507.0000,24.8600
508.0000,24.8600
509.0000,24.8600
510.0000,24.8600
511.0000,24.8600
512.0000,24.8600
513.0000,24.8600
514.0000,24.8600
515.0000,24.8600
516.0000,24.8600
517.0000,24.8600
518.0000,24.8600
519.0000,24.8600
520.0000,24.8600
521.0000,24.8600
522.0000,24.8600
523.0000,24.8600
524.0000,24.8600
525.0000,24.8600
526.0000,24.8600
527.0000,24.8600
528.0000,24.8600
529.0000,24.8600
530.0000,24.8600
531.0000,24.8600
532.0000,24.8600
533.0000,24.8600
534.0000,24.8600
535.0000,24.8600
536.0000,24.8600
537.0000,24.8600
538.0000,24.8600
539.0000,24.8600
540.0000,24.8600
541.0000,24.8600
542.0000,24.8600
543.0000,24.8600
544.0000,24.8600
545.0000,24.8600
546.0000,24.8600
547.0000,24.8600
548.0000,24.8600
549.0000,24.8600
550.0000,24.8600
551.0000,24.8600
552.0000,24.8600
553.0000,24.1920
554.0000,19.1520
555.0000,14.1120
556.0000,9.0720
557.0000,4.0320
558.0000,0.0000
559.0000,0.0000
560.0000,0.0000
561.0000,0.0000
562.0000,0.0000
563.0000,0.0000
564.0000,0.0000
565.0000,0.0000
566.0000,0.0000
567.0000,0.0000
568.0000,0.0000
569.0000,0.0000
570.0000,0.0000
571.0000,0.0000
572.0000,0.0000
573.0000,0.0000
574.0000,0.0000
575.0000,0.0000
576.0000,0.0000
577.0000,0.0000
578.0000,0.0000
579.0000,0.0000
580.0000,0.0000
581.0000,0.0000
582.0000,0.0000
583.0000,0.0000
584.0000,0.0000
585.0000,0.0000
586.0000,0.0000
587.0000,0.0000
588.0000,0.0000
589.0000,0.0000
590.0000,0.0000
591.0000,0.0000
592.0000,0.0000
593.0000,0.0000
594.0000,0.0000
595.0000,0.0000
596.0000,0.0000
597.0000,0.0000
598.0000,0.0000
599.0000,0.0000
600.0000,0.0000
601.0000,0.0000
602.0000,0.0000
603.0000,0.0000
604.0000,0.0000
605.0000,0.0000
606.0000,5.0400
607.0000,10.0800
608.0000,15.1200
609.0000,20.1600
610.0000,25.2000
611.0000,30.2400
612.0000,35.2360
613.0000,35.2360
614.0000,35.2360
615.0000,35.2360
616.0000,35.2360
617.0000,35.2360
618.0000,35.2360
619.0000,35.2360
620.0000,35.2360
621.0000,35.2360
622.0000,35.2360
623.0000,35.2360
624.0000,35.2360
625.0000,35.2360
626.0000,35.2360
627.0000,35.2360
628.0000,35.2360
629.0000,35.2360
630.0000,35.2360
631.0000,35.2360
632.0000,35.2360
633.0000,35.2360
634.0000,35.2360
635.0000,35.2360
636.0000,35.2360
637.0000,35.2360
638.0000,35.2360
639.0000,35.2360
640.0000,35.2360
641.0000,35.2360
642.0000,35.2360
643.0000,35.2360
644.0000,35.2360
645.0000,35.2360
646.0000,35.2360
647.0000,35.2360
648.0000,35.2360
649.0000,35.2360
650.0000,35.2360
651.0000,35.2360
652.0000,35.2360
653.0000,35.2360
654.0000,35.2360
655.0000,35.2360
656.0000,35.2360
657.0000,35.2360
658.0000,35.2360
659.0000,35.2360
660.0000,35.2360
661.0000,35.2360
662.0000,35.2360
663.0000,35.2360
664.0000,35.2360
665.0000,35.2360
666.0000,35.2360
667.0000,35.2360
668.0000,35.2360
669.0000,35.2360
670.0000,35.2360
671.0000,35.2360
672.0000,35.2360
673.0000,35.2360
674.0000,35.2360
675.0000,35.2360
676.0000,35.2360
677.0000,35.2360
678.0000,35.2360
679.0000,35.2360
680.0000,35.2360
681.0000,35.2360
682.0000,35.2360
683.0000,35.2360
684.0000,35.2360
685.0000,35.2360
686.0000,35.2360
687.0000,35.2360
688.0000,35.2360
689.0000,35.2360
690.0000,35.2360
691.0000,35.2360
692.0000,35.2360
693.0000,35.2360
694.0000,35.2360
695.0000,35.2360
696.0000,35.2360
697.0000,35.2360
698.0000,35.2360
699.0000,35.2360
700.0000,35.2360
701.0000,35.2360
702.0000,35.2360
703.0000,35.2360
704.0000,35.2360
705.0000,35.2360
706.0000,35.2360
707.0000,35.2360
708.0000,35.2360
709.0000,35.2360
710.0000,35.2360
711.0000,35.2360
712.0000,35.2360
713.0000,35.2360
714.0000,35.2360
715.0000,35.2360
716.0000,35.2360
717.0000,35.2360
718.0000,35.2360
719.0000,35.2360
720.0000,35.2360
721.0000,35.2360
722.0000,35.2360
723.0000,35.2360
724.0000,35.2360
725.0000,35.2360
726.0000,35.2360
727.0000,35.2360
728.0000,35.2360
729.0000,38.4721
730.0000,43.5121
731.0000,48.5521
732.0000,53.5921
733.0000,58.6321
734.0000,59.7480
735.0000,59.7480
736.0000,59.7480
737.0000,59.7480
738.0000,59.7480
739.0000,59.7480
740.0000,59.7480
741.0000,59.7480
742.0000,59.7480
743.0000,59.7480
744.0000,59.7480
745.0000,59.7480
746.0000,59.7480
747.0000,59.7480
748.0000,59.7480
749.0000,59.7480
750.0000,59.7480
751.0000,59.7480
752.0000,59.7480
753.0000,59.7480
754.0000,59.7480
755.0000,59.7480
756.0000,59.7480
757.0000,59.7480
758.0000,59.7480
759.0000,59.7480
760.0000,59.7480
761.0000,59.7480
762.0000,59.7480
763.0000,59.7480
764.0000,59.7480
765.0000,59.7480
766.0000,59.7480
767.0000,59.7480
768.0000,59.7480
769.0000,59.7480
770.0000,59.7480
771.0000,59.7480
772.0000,58.8141
773.0000,53.7741
774.0000,48.7341
775.0000,45.9600
776.0000,45.9600
777.0000,45.9600
778.0000,45.9600
779.0000,45.9600
780.0000,45.9600
781.0000,45.9600
782.0000,45.9600
783.0000,45.9600
784.0000,45.9600
785.0000,45.9600
786.0000,45.9600
787.0000,45.9600
788.0000,45.9600
789.0000,45.9600
790.0000,45.9600
791.0000,45.9600
792.0000,45.9600
793.0000,45.9600
794.0000,45.9600
795.0000,45.9600
796.0000,45.9600
797.0000,45.9600
798.0000,45.9600
799.0000,45.9600
800.0000,45.9600
801.0000,45.9600
802.0000,45.9600
803.0000,45.9600
804.0000,45.9600
805.0000,45.9600
806.0000,45.9600
807.0000,45.9600
808.0000,45.9600
809.0000,45.9600
810.0000,45.9600
811.0000,45.9600
812.0000,45.9600
813.0000,45.9600
814.0000,45.9600
815.0000,45.9600
816.0000,45.9600
817.0000,45.9600
818.0000,45.9600
819.0000,45.9600
820.0000,45.9600
821.0000,45.9600
822.0000,45.9600
823.0000,45.9600
824.0000,45.9600
825.0000,45.9600
826.0000,45.9600
827.0000,45.9600
828.0000,45.9600
829.0000,45.9600
830.0000,45.9600
831.0000,45.9600
832.0000,45.9600
833.0000,45.9600
834.0000,45.9600
835.0000,45.9600
836.0000,45.9600
837.0000,45.9600
838.0000,45.9600
839.0000,45.9600
840.0000,45.9600
841.0000,45.9600
842.0000,45.9600
843.0000,45.9600
844.0000,45.9600
845.0000,45.9600
846.0000,45.9600
847.0000,45.9600
848.0000,45.9600
849.0000,45.9600
850.0000,45.9600
851.0000,45.9600
852.0000,45.9600
853.0000,45.9600
854.0000,45.9600
855.0000,45.9600
856.0000,45.9600
857.0000,46.5082
858.0000,51.5482
859.0000,56.5882
860.0000,61.6282
861.0000,66.6682
862.0000,71.7082
863.0000,76.4518
864.0000,71.4118
865.0000,66.3718
866.0000,64.3440
867.0000,64.3440
868.0000,64.3440
869.0000,64.3440
870.0000,64.3440
871.0000,64.3440
872.0000,64.3440
873.0000,64.3440
874.0000,64.3440
875.0000,64.3440
876.0000,64.3440
877.0000,64.3440
878.0000,64.3440
879.0000,64.3440
880.0000,64.3440
881.0000,64.3440
882.0000,64.3440
883.0000,64.3440
884.0000,64.3440
885.0000,64.3440
886.0000,64.3440
887.0000,64.3440
888.0000,64.3440
889.0000,64.3440
890.0000,61.3862
891.0000,56.3462
892.0000,51.3062
893.0000,46.2662
894.0000,41.2262
895.0000,36.1862
896.0000,31.1462
897.0000,26.1062
898.0000,21.0662
899.0000,16.0262
900.0000,10.9862
901.0000,5.9462
902.0000,0.9062
903.0000,0.0000
904.0000,0.0000
905.0000,0.0000
906.0000,0.0000
907.0000,0.0000
908.0000,0.0000
909.0000,0.0000
910.0000,0.0000
911.0000,0.0000
912.0000,0.0000
913.0000,0.0000
914.0000,0.0000
915.0000,0.0000
916.0000,0.0000
917.0000,0.0000
918.0000,0.0000
919.0000,4.1338
920.0000,9.1738
921.0000,14.2138
922.0000,19.2538
923.0000,24.2938
924.0000,29.3338
925.0000,34.3738
926.0000,39.4138
927.0000,44.4538
928.0000,49.4938
929.0000,50.5560
930.0000,50.5560
931.0000,50.5560
932.0000,50.5560
933.0000,50.5560
934.0000,50.5560
935.0000,50.5560
936.0000,50.5560
937.0000,50.5560
938.0000,50.5560
939.0000,50.5560
940.0000,50.5560
941.0000,50.5560
942.0000,50.5560
943.0000,50.5560
944.0000,50.5560
945.0000,50.5560
946.0000,50.5560
947.0000,50.5560
948.0000,50.5560
949.0000,50.5560
950.0000,50.5560
951.0000,50.5560
952.0000,50.5560
953.0000,50.5560
954.0000,50.5560
955.0000,50.5560
956.0000,50.5560
957.0000,50.5560
958.0000,50.5560
959.0000,50.5560
960.0000,50.5560
961.0000,50.5560
962.0000,50.5560
963.0000,50.5560
964.0000,50.5560
965.0000,50.5560
966.0000,50.5560
967.0000,50.5560
968.0000,50.5560
969.0000,50.5560
970.0000,50.5560
971.0000,50.5560
972.0000,50.5560
973.0000,50.5560
974.0000,50.5560
975.0000,50.5560
976.0000,50.5560
977.0000,50.5560
978.0000,50.5560
979.0000,50.5560
980.0000,50.5560
981.0000,50.5560
982.0000,50.5560
983.0000,50.5560
984.0000,50.5560
985.0000,50.5560
986.0000,50.5560
987.0000,50.5560
988.0000,50.5560
989.0000,50.5560
990.0000,50.5560
991.0000,50.5560
992.0000,50.5560
993.0000,50.5560
994.0000,50.5560
995.0000,50.5560
996.0000,50.4000
997.0000,45.3600
998.0000,40.3200
999.0000,35.2800
1000.0000,30.2400
1001.0000,25.2000
1002.0000,20.1600
1003.0000,15.1200
1004.0000,10.0800
1005.0000,5.0400
1006.0000,0.0000
1007.0000,0.0000
1008.0000,0.0000
1009.0000,0.0000
1010.0000,0.0000
1011.0000,0.0000
1012.0000,0.0000
1013.0000,0.0000
1014.0000,0.0000
1015.0000,0.0000
1016.0000,0.0000
1017.0000,0.0000
1018.0000,0.0000
1019.0000,0.0000
1020.0000,0.0000
1021.0000,0.0000
1022.0000,0.0000
1023.0000,0.0000
1024.0000,0.0000
1025.0000,0.0000
1026.0000,0.0000
1027.0000,0.0000
1028.0000,0.0000
1029.0000,0.0000
1030.0000,0.0000
1031.0000,0.0000
1032.0000,0.0000
1033.0000,2.8800
1034.0000,7.2000
1035.0000,11.5200
1036.0000,15.8400
1037.0000,20.1600
1038.0000,24.4800
1039.0000,28.8000
1040.0000,33.1200
1041.0000,37.4400
1042.0000,41.7600
1043.0000,46.0800
1044.0000,48.7000
1045.0000,48.7000
1046.0000,48.7000
1047.0000,48.7000
1048.0000,48.7000
1049.0000,48.7000
1050.0000,48.7000
1051.0000,48.7000
1052.0000,48.7000
1053.0000,48.7000
1054.0000,48.7000
1055.0000,48.7000
1056.0000,48.7000
1057.0000,48.7000
1058.0000,48.7000
1059.0000,48.7000
1060.0000,48.7000
1061.0000,48.7000
1062.0000,48.7000
1063.0000,48.7000
1064.0000,48.7000
1065.0000,48.7000
1066.0000,48.7000
1067.0000,48.7000
1068.0000,48.7000
1069.0000,48.7000
1070.0000,48.7000
1071.0000,48.7000
1072.0000,48.7000
1073.0000,48.7000
1074.0000,48.7000
1075.0000,48.7000
1076.0000,48.7000
1077.0000,48.7000
1078.0000,48.7000
1079.0000,48.7000
1080.0000,48.7000
1081.0000,48.7000
1082.0000,48.7000
1083.0000,48.7000
1084.0000,48.7000
1085.0000,48.7000
1086.0000,48.7000
1087.0000,48.7000
1088.0000,48.7000
1089.0000,48.7000
1090.0000,48.7000
1091.0000,48.7000
1092.0000,48.7000
1093.0000,48.7000
1094.0000,48.7000
1095.0000,48.7000
1096.0000,48.7000
1097.0000,48.7000
1098.0000,48.7000
1099.0000,48.7000
1100.0000,48.7000
1101.0000,48.7000
1102.0000,48.7000
1103.0000,48.7000
1104.0000,48.7000
1105.0000,48.7000
1106.0000,48.7000
1107.0000,48.7000
1108.0000,48.7000
1109.0000,48.7000
1110.0000,48.7000
1111.0000,48.7000
1112.0000,48.7000
1113.0000,48.7000
1114.0000,48.7000
1115.0000,48.7000
1116.0000,48.7000
1117.0000,48.7000
1118.0000,48.7000
1119.0000,48.7000
1120.0000,48.7000
1121.0000,48.7000
1122.0000,48.7000
1123.0000,48.7000
1124.0000,48.7000
1125.0000,48.7000
1126.0000,48.7000
1127.0000,48.7000
1128.0000,48.7000
1129.0000,48.7000
1130.0000,48.7000
1131.0000,48.7000
1132.0000,48.7000
1133.0000,48.7000
1134.0000,48.7000
1135.0000,48.7000
1136.0000,48.7000
1137.0000,48.7000
1138.0000,48.7000
1139.0000,48.7000
1140.0000,48.7000
1141.0000,48.7000
1142.0000,48.7000
1143.0000,48.7000
1144.0000,48.7000
1145.0000,48.7000
1146.0000,48.7000
1147.0000,48.7000
1148.0000,48.7000
1149.0000,52.4727
1150.0000,56.7927
1151.0000,61.1127
1152.0000,65.4327
1153.0000,69.7527
1154.0000,74.0727
1155.0000,77.9200
1156.0000,77.9200
1157.0000,77.9200
1158.0000,77.9200
1159.0000,77.9200
1160.0000,77.9200
1161.0000,77.9200
1162.0000,77.9200
1163.0000,77.9200
1164.0000,77.9200
1165.0000,77.9200
1166.0000,77.9200
1167.0000,77.9200
1168.0000,77.9200
1169.0000,77.9200
1170.0000,77.9200
1171.0000,77.9200
1172.0000,77.9200
1173.0000,77.9200
1174.0000,77.9200
1175.0000,77.9200
1176.0000,77.9200
1177.0000,77.9200
1178.0000,77.9200
1179.0000,77.9200
1180.0000,77.9200
1181.0000,77.9200
1182.0000,77.9200
1183.0000,77.9200
1184.0000,77.9200
1185.0000,77.9200
1186.0000,77.9200
1187.0000,77.9200
1188.0000,77.9200
1189.0000,77.9200
1190.0000,77.9200
1191.0000,77.9200
1192.0000,77.9200
1193.0000,77.9200
1194.0000,77.9200
1195.0000,77.9200
1196.0000,77.9200
1197.0000,77.9200
1198.0000,77.9200
1199.0000,77.9200
1200.0000,77.9200
1201.0000,77.9200
1202.0000,77.9200
1203.0000,74.6927
1204.0000,70.0127
1205.0000,65.3327
1206.0000,60.6527
1207.0000,60.3880
1208.0000,60.3880
1209.0000,60.3880
1210.0000,60.3880
1211.0000,60.3880
1212.0000,60.3880
1213.0000,60.3880
1214.0000,60.3880
1215.0000,60.3880
1216.0000,60.3880
1217.0000,60.3880
1218.0000,60.3880
1219.0000,60.3880
1220.0000,60.3880
1221.0000,60.3880
1222.0000,60.3880
1223.0000,60.3880
1224.0000,60.3880
1225.0000,60.3880
1226.0000,60.3880
1227.0000,60.3880
1228.0000,60.3880
1229.0000,60.3880
1230.0000,60.3880
1231.0000,60.3880
1232.0000,60.3880
1233.0000,60.3880
1234.0000,60.3880
1235.0000,60.3880
1236.0000,60.3880
1237.0000,60.3880
1238.0000,60.3880
1239.0000,60.3880
1240.0000,60.3880
1241.0000,60.3880
1242.0000,60.3880
1243.0000,60.3880
1244.0000,60.3880
1245.0000,60.3880
1246.0000,60.3880
1247.0000,60.3880
1248.0000,60.3880
1249.0000,60.3880
1250.0000,60.3880
1251.0000,60.3880
1252.0000,60.3880
1253.0000,60.3880
1254.0000,60.3880
1255.0000,60.3880
1256.0000,60.3880
1257.0000,60.3880
1258.0000,60.3880
1259.0000,60.3880
1260.0000,60.3880
1261.0000,60.3880
1262.0000,60.3880
1263.0000,60.3880
1264.0000,60.3880
1265.0000,60.3880
1266.0000,60.3880
1267.0000,60.3880
1268.0000,60.3880
1269.0000,60.3880
1270.0000,60.3880
1271.0000,60.3880
1272.0000,60.3880
1273.0000,60.3880
1274.0000,60.3880
1275.0000,60.3880
1276.0000,60.3880
1277.0000,60.3880
1278.0000,60.3880
1279.0000,60.3880
1280.0000,60.3880
1281.0000,60.3880
1282.0000,60.3880
1283.0000,60.3880
1284.0000,60.3880
1285.0000,60.3880
1286.0000,60.3880
1287.0000,60.3880
1288.0000,61.5258
1289.0000,65.8458
1290.0000,70.1658
1291.0000,74.4858
1292.0000,78.8058
1293.0000,83.1258
1294.0000,87.4458
1295.0000,91.7658
1296.0000,96.0858
1297.0000,97.4000
1298.0000,97.4000
1299.0000,97.4000
1300.0000,97.4000
1301.0000,97.4000
1302.0000,97.4000
1303.0000,97.4000
1304.0000,97.4000
1305.0000,97.4000
1306.0000,95.7952
1307.0000,91.1152
1308.0000,86.4352
1309.0000,83.7640
1310.0000,83.7640
1311.0000,83.7640
1312.0000,83.7640
1313.0000,83.7640
1314.0000,83.7640
1315.0000,83.7640
1316.0000,83.7640
1317.0000,83.7640
1318.0000,83.7640
1319.0000,83.7640
1320.0000,83.7640
1321.0000,83.7640
1322.0000,83.7640
1323.0000,83.7640
1324.0000,83.7640
1325.0000,83.7640
1326.0000,83.7640
1327.0000,83.7640
1328.0000,83.7640
1329.0000,83.7640
1330.0000,83.7640
1331.0000,83.7640
1332.0000,83.7640
1333.0000,83.7640
1334.0000,83.7640
1335.0000,83.7640
1336.0000,83.7640
1337.0000,83.7640
1338.0000,83.7640
1339.0000,83.7640
1340.0000,83.7640
1341.0000,83.7640
1342.0000,83.7640
1343.0000,83.7640
1344.0000,83.7640
1345.0000,81.7540
1346.0000,77.0740
1347.0000,72.3940
1348.0000,67.7140
1349.0000,63.0340
1350.0000,58.3540
1351.0000,53.6740
1352.0000,48.9940
1353.0000,44.3140
1354.0000,39.6340
1355.0000,34.9540
1356.0000,30.2740
1357.0000,25.5940
1358.0000,20.9140
1359.0000,16.2340
1360.0000,11.5540
